Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Archie Manning\MannAr00,NOR,23,QB,14,14,2-11-1,230,448,51.3,2781,18,4.0,21,4.7,66,6.2,4.9,12.1,198.6,64.6,43,347,4.96,3.77,8.8,1,1
2,Fran Tarkenton\TarkFr00,MIN,32,QB,14,14,7-7-0,215,378,56.9,2651,18,4.8,13,3.4,76,7.0,6.4,12.3,189.4,80.2,26,203,6.06,5.50,6.4,4,3
3,John Hadl*\HadlJo00,SDG,32,QB,14,14,4-9-1,190,370,51.4,2449,15,4.1,26,7.0,61,6.6,4.3,12.9,174.9,56.7,19,187,5.81,3.58,4.9,2,1
4,Jim Plunkett\PlunJi00,NWE,25,QB,14,14,3-11-0,169,355,47.6,2196,8,2.3,25,7.0,62,6.2,3.5,13.0,156.9,45.7,39,385,4.60,2.15,9.9,2,2
5,Craig Morton\MortCr00,DAL,29,QB,14,14,10-4-0,185,339,54.6,2396,15,4.4,21,6.2,46,7.1,5.2,13.0,171.1,65.9,23,179,6.12,4.34,6.4,,
6,Norm Snead*\SneaNo00,NYG,33,QB,14,13,8-5-0,196,325,60.3,2307,17,5.2,12,3.7,94,7.1,6.5,11.8,164.8,84.0,8,66,6.73,6.13,2.4,2,3
7,Joe Namath*\NamaJo00,NYJ,29,QB,13,13,7-6-0,162,324,50.0,2816,19,5.9,21,6.5,83,8.7,6.9,17.4,216.6,72.5,11,101,8.10,6.42,3.3,2,2
8,Roman Gabriel\GabrRo00,RAM,32,QB,14,12,6-6-0,165,323,51.1,2027,12,3.7,15,4.6,57,6.3,4.9,12.3,144.8,63.8,12,102,5.75,4.45,3.6,0,1
9,Terry Bradshaw\BradTe00,PIT,24,QB,14,14,11-3-0,147,308,47.7,1887,12,3.9,12,3.9,78,6.1,5.2,12.8,134.8,64.1,29,237,4.90,4.01,8.6,2,3
10,Len Dawson\DawsLe00,KAN,37,QB,14,12,7-5-0,175,305,57.4,1835,13,4.3,12,3.9,44,6.0,5.1,10.5,131.1,72.8,28,255,4.74,3.90,8.4,2,2
11,Mike Phipps\PhipMi00,CLE,25,QB,14,13,10-3-0,144,305,47.2,1994,13,4.3,16,5.2,80,6.5,5.0,13.8,142.4,61.0,23,183,5.52,4.12,7.0,4,5
12,Ken Anderson\AndeKe00,CIN,23,QB,13,13,7-6-0,171,301,56.8,1918,7,2.3,7,2.3,65,6.4,5.8,11.2,147.5,74.0,18,155,5.53,4.98,5.6,2,2
13,Dan Pastorini\PastDa00,HOU,23,P/QB,14,12,1-11-0,144,299,48.2,1711,7,2.3,12,4.0,82,5.7,4.4,11.9,122.2,57.1,37,310,4.17,2.98,11.0,,
14,Daryle Lamonica*\LamoDa00,OAK,31,QB,14,13,10-2-1,149,281,53.0,1998,18,6.4,12,4.3,70,7.1,6.5,13.4,142.7,79.5,14,136,6.31,5.70,4.7,3,2
15,Bob Berry\BerrBo00,ATL,30,QB,14,14,7-7-0,154,277,55.6,2158,13,4.7,12,4.3,57,7.8,6.8,14.0,154.1,78.5,39,255,6.02,5.14,12.3,0,1
16,Steve Spurrier\SpurSt00,SFO,27,QB,13,9,6-2-1,147,269,54.6,1983,18,6.7,16,5.9,81,7.4,6.0,13.5,152.5,75.9,14,114,6.60,5.33,4.9,1,0
17,Greg Landry\LandGr00,DET,26,QB,14,14,8-5-1,134,268,50.0,2066,18,6.7,17,6.3,82,7.7,6.2,15.4,147.6,71.8,25,149,6.54,5.16,8.5,2,2
