Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Fran Tarkenton*+\TarkFr00,MIN,35,QB,14,14,12-2-0,273,425,64.2,2994,25,5.9,13,3.1,46,7.0,6.8,11.0,213.9,91.8,27,245,6.08,5.89,6.0,1,1
2,Ken Anderson*\AndeKe00,CIN,26,QB,13,13,10-3-0,228,377,60.5,3169,21,5.6,11,2.9,55,8.4,8.2,13.9,243.8,93.9,32,247,7.14,6.96,7.8,1,2
3,Craig Morton\MortCr00,NYG,32,QB,14,14,5-9-0,186,363,51.2,2359,11,3.0,16,4.4,56,6.5,5.1,12.7,168.5,63.6,47,331,4.95,3.73,11.5,2,2
4,John Hadl\HadlJo00,GNB,35,QB,14,13,4-9-0,191,353,54.1,2095,6,1.7,21,5.9,54,5.9,3.6,11.0,149.6,52.8,35,284,4.67,2.54,9.0,1,1
5,Roger Staubach*\StauRo00,DAL,33,QB,13,13,9-4-0,198,348,56.9,2666,17,4.9,16,4.6,62,7.7,6.6,13.5,205.1,78.5,36,213,6.39,5.40,9.4,2,3
6,Billy Kilmer\KilmBi00,WAS,36,QB,12,12,8-4-0,178,346,51.4,2440,23,6.6,16,4.6,96,7.1,6.3,13.7,203.3,77.2,23,138,6.24,5.53,6.2,2,4
7,Jim Hart*\HartJi00,STL,31,QB,14,14,11-3-0,182,345,52.8,2507,19,5.5,19,5.5,80,7.3,5.9,13.8,179.1,71.7,6,43,7.02,5.67,1.7,4,4
8,Bert Jones\JoneBe00,BAL,24,QB,14,14,10-4-0,203,344,59.0,2483,18,5.2,8,2.3,90,7.2,7.2,12.2,177.4,89.1,38,325,5.65,5.65,9.9,3,3
9,Dan Pastorini*\PastDa00,HOU,26,P/QB,14,14,10-4-0,163,342,47.7,2053,14,4.1,16,4.7,77,6.0,4.7,12.6,146.6,61.0,24,210,5.04,3.83,6.6,3,4
10,Archie Manning\MannAr00,NOR,26,QB,13,13,2-11-0,159,338,47.0,1683,7,2.1,20,5.9,71,5.0,2.7,10.6,129.5,44.3,49,390,3.34,1.38,12.7,1,1
11,Joe Namath\NamaJo00,NYJ,32,QB,14,13,3-10-0,157,326,48.2,2286,15,4.6,28,8.6,91,7.0,4.1,14.6,163.3,51.0,27,253,5.76,3.04,7.6,,
12,Joe Ferguson\FergJo00,BUF,25,QB,14,14,8-6-0,169,321,52.6,2426,25,7.8,17,5.3,77,7.6,6.7,14.4,173.3,81.3,20,153,6.67,5.89,5.9,1,3
13,Mike Phipps\PhipMi00,CLE,28,QB,14,11,3-8-0,162,313,51.8,1749,4,1.3,19,6.1,48,5.6,3.1,10.8,124.9,47.5,28,261,4.36,2.09,8.2,2,2
14,Ken Stabler\StabKe00,OAK,30,QB,14,13,10-3-0,171,293,58.4,2296,16,5.5,24,8.2,53,7.8,5.2,13.4,164.0,67.4,19,202,6.71,4.28,6.1,1,2
15,Roman Gabriel\GabrRo00,PHI,35,QB,11,9,2-7-0,151,292,51.7,1644,13,4.5,11,3.8,62,5.6,4.8,10.9,149.5,67.8,18,131,4.88,4.12,5.8,0,1
16,Terry Bradshaw*\BradTe00,PIT,27,QB,14,14,12-2-0,165,286,57.7,2055,18,6.3,9,3.1,59,7.2,7.0,12.5,146.8,88.0,31,290,5.57,5.43,9.8,0,2
17,James Harris\HarrJa01,RAM,28,QB,13,13,11-2-0,157,285,55.1,2148,14,4.9,15,5.3,54,7.5,6.2,13.7,165.2,73.8,21,180,6.43,5.14,6.9,2,3
18,Steve Grogan\GrogSt00,NWE,22,QB,13,7,1-6-0,139,274,50.7,1976,11,4.0,18,6.6,62,7.2,5.1,14.2,152.0,60.4,22,207,5.98,3.98,7.4,,
19,Steve Bartkowski\BartSt00,ATL,23,QB,11,11,4-7-0,115,255,45.1,1662,13,5.1,15,5.9,68,6.5,4.9,14.5,151.1,59.3,19,197,5.35,3.83,6.9,,
20,Steve Ramsey\RamsSt00,DEN,27,QB,11,7,3-4-0,128,233,54.9,1562,9,3.9,14,6.0,66,6.7,4.8,12.2,142.0,63.6,23,187,5.37,3.61,9.0,1,2
21,Steve Spurrier\SpurSt00,SFO,30,QB,11,6,3-3-0,102,207,49.3,1151,5,2.4,7,3.4,68,5.6,4.5,11.3,104.6,60.3,11,80,4.91,3.93,5.0,1,1
22,Gary Huff\HuffGa00,CHI,24,QB,14,9,2-7-0,114,205,55.6,1083,3,1.5,9,4.4,49,5.3,3.6,9.5,77.4,57.0,16,168,4.14,2.58,7.2,1,1
23,Dan Fouts\FoutDa00,SDG,24,QB,10,9,2-7-0,106,195,54.4,1396,2,1.0,10,5.1,57,7.2,5.1,13.2,139.6,59.3,25,197,5.45,3.59,11.4,1,1
24,Bob Griese\GrieBo00,MIA,30,QB,10,10,7-3-0,118,191,61.8,1693,14,7.3,13,6.8,79,8.9,7.3,14.3,169.3,86.6,16,131,7.55,6.07,7.7,2,2
25,Joe Reed\ReedJo00,DET,27,QB,10,8,4-4-0,86,191,45.0,1181,9,4.7,10,5.2,65,6.2,4.8,13.7,118.1,59.3,14,119,5.18,3.86,6.8,0,1
26,Norm Snead\SneaNo00,SFO,36,qb,9,7,2-5-0,108,189,57.1,1337,9,4.8,10,5.3,60,7.1,5.6,12.4,148.6,73.0,16,109,5.99,4.67,7.8,,
27,Mike Livingston\LiviMi00,KAN,30,QB,7,7,4-3-0,88,176,50.0,1245,8,4.5,6,3.4,69,7.1,6.4,14.1,177.9,74.2,17,131,5.77,5.20,8.8,2,2
