Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
57,James Harris\HarrJa01,SDG,32,,8,0,,5,9,55.6,38,0,0.0,1,11.1,10,4.2,-0.8,7.6,4.8,26.4,2,15,2.09,-2.00,18.2,,
58,Mark Miller\MillMa00,CLE,23,,2,0,,2,8,25.0,31,0,0.0,1,12.5,17,3.9,-1.8,15.5,15.5,3.6,0,0,3.88,-1.75,0.0,,
59,Steve Myer\MyerSt00,SEA,25,,1,0,,2,8,25.0,28,0,0.0,0,0.0,18,3.5,3.5,14.0,28.0,41.7,0,0,3.50,3.50,0.0,,
60,Bill Munson\MunsBi00,BUF,38,,3,0,,3,7,42.9,31,0,0.0,0,0.0,16,4.4,4.4,10.3,10.3,56.2,0,0,4.43,4.43,0.0,,
61,Craig Penrose\PenrCr00,DEN,26,,2,0,,2,5,40.0,44,0,0.0,1,20.0,29,8.8,-0.2,22.0,22.0,32.5,0,0,8.80,-0.20,0.0,,
62,Guy Benjamin\BenjGu00,MIA,24,,4,0,,3,4,75.0,28,0,0.0,0,0.0,17,7.0,7.0,9.3,7.0,93.7,1,10,3.60,3.60,20.0,,
63,Kim McQuilken\McQuKi00,WAS,28,,3,0,,1,4,25.0,12,0,0.0,1,25.0,12,3.0,-8.3,12.0,4.0,0.0,0,0,3.00,-8.25,0.0,,
64,Pat Ryan\RyanPa00,NYJ,24,,1,0,,2,4,50.0,13,0,0.0,1,25.0,7,3.3,-8.0,6.5,13.0,17.7,2,14,-0.17,-7.67,33.3,,
65,Herman Weaver\WeavHe20,SEA,31,P,16,0,,3,4,75.0,73,0,0.0,0,0.0,39,18.3,18.3,24.3,4.6,116.7,0,0,18.25,18.25,0.0,,
66,Sam Adkins\AdkiSa00,SEA,24,,3,0,,0,3,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
67,Tony Galbreath\GalbTo00,NOR,25,FB,15,15,,2,3,66.7,70,0,0.0,1,33.3,48,23.3,8.3,35.0,4.7,70.1,0,0,23.33,8.33,0.0,,
68,Steve Little\littlste01,STL,23,K/P,16,0,,2,3,66.7,31,0,0.0,0,0.0,16,10.3,10.3,15.5,1.9,100.7,0,0,10.33,10.33,0.0,,
69,Ron Springs\SpriRo00,DAL,23,KR,16,3,,1,3,33.3,30,1,33.3,0,0.0,30,10.0,16.7,30.0,1.9,111.1,1,4,6.50,11.50,25.0,,
70,David Beverly\BeveDa20,GNB,29,P,16,0,,1,2,50.0,23,0,0.0,0,0.0,23,11.5,11.5,23.0,1.4,91.7,0,0,11.50,11.50,0.0,,
71,Ken Clark\ClarKe21,RAM,31,P,16,0,,2,2,100.0,32,0,0.0,0,0.0,30,16.0,16.0,16.0,2.0,118.7,0,0,16.00,16.00,0.0,,
72,Johnny Evans\EvanJo21,CLE,23,P,16,0,,1,2,50.0,14,0,0.0,0,0.0,14,7.0,7.0,14.0,0.9,72.9,0,0,7.00,7.00,0.0,,
73,Buddy Hardeman\HardBu00,WAS,25,KR/PR,10,0,,1,2,50.0,30,0,0.0,1,50.0,30,15.0,-7.5,30.0,3.0,56.2,0,0,15.00,-7.50,0.0,,
74,Dave Jennings*+\JennDa20,NYG,27,P,16,0,,2,2,100.0,48,0,0.0,0,0.0,28,24.0,24.0,24.0,3.0,118.7,0,0,24.00,24.00,0.0,,
75,Chuck Muncie*\MuncCh00,NOR,26,RB,16,15,,1,2,50.0,40,1,50.0,0,0.0,40,20.0,30.0,40.0,2.5,135.4,0,0,20.00,30.00,0.0,,
76,Bob Parsons\ParsBo00,CHI,29,P,16,0,,1,2,50.0,22,0,0.0,0,0.0,22,11.0,11.0,22.0,1.4,89.6,0,0,11.00,11.00,0.0,,
77,Bobby Scott\ScotBo00,NOR,30,,3,0,,2,2,100.0,12,0,0.0,0,0.0,6,6.0,6.0,6.0,4.0,91.7,0,0,6.00,6.00,0.0,,
78,David Sims\SimsDa00,SEA,24,rb,3,3,,1,2,50.0,18,0,0.0,0,0.0,18,9.0,9.0,18.0,6.0,81.2,0,0,9.00,9.00,0.0,,
79,Don Westbrook\WestDo00,NWE,26,,16,0,,2,2,100.0,52,0,0.0,0,0.0,28,26.0,26.0,26.0,3.3,118.7,0,0,26.00,26.00,0.0,,
80,Ottis Anderson*+\AndeOt00,STL,22,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
81,Brian Baschnagel\BascBr00,CHI,25,WR,16,11,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Ken Burrough\BurrKe00,HOU,31,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
83,Matt Cavanaugh\CavaMa00,NWE,23,,13,0,,1,1,100.0,10,0,0.0,0,0.0,10,10.0,10.0,10.0,0.8,108.3,0,0,10.00,10.00,0.0,,
84,Jerry Eckwood\EckwJe00,TAM,25,RB,16,10,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Russell Erxleben\erxlerus01,NOR,22,p,1,0,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
86,Mike Fuller\FullMi20,SDG,26,PR/SS,16,15,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
87,Bob Grupp*\GrupBo20,KAN,24,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Bruce Hardy\HardBr00,MIA,23,TE,16,14,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
89,Eddie Hare\HareEd20,NWE,22,P,16,0,,1,1,100.0,4,0,0.0,0,0.0,4,4.0,4.0,4.0,0.3,83.3,0,0,4.00,4.00,0.0,,
90,Willard Harrell\HarrWi01,STL,27,PR,14,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Harold Jackson\JackHa00,NWE,33,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
92,John James\JameJo20,ATL,30,P,16,0,,1,1,100.0,20,0,0.0,0,0.0,20,20.0,20.0,20.0,1.3,118.7,0,0,20.00,20.00,0.0,,
93,Jon Keyworth\KeywJo00,DEN,29,FB,16,9,,1,1,100.0,32,1,100.0,0,0.0,32,32.0,52.0,32.0,2.0,158.3,0,0,32.00,52.00,0.0,,
94,James Lofton\LoftJa00,GNB,23,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Walter Payton*\PaytWa00,CHI,25,RB,16,16,,1,1,100.0,54,1,100.0,0,0.0,54,54.0,74.0,54.0,3.4,158.3,0,0,54.00,74.00,0.0,,
96,Dave Preston\PresDa00,DEN,24,rb,10,3,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
97,Luke Prestridge\PresLu20,DEN,23,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
98,Tom Skladany\SklaTo20,DET,24,p,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
99,Sherman Smith\SmitSh00,SEA,25,RB,16,15,,1,1,100.0,11,0,0.0,0,0.0,11,11.0,11.0,11.0,0.7,112.5,0,0,11.00,11.00,0.0,,
100,Freddie Solomon\SoloFr01,SFO,26,PR/WR,15,11,,1,1,100.0,12,0,0.0,0,0.0,12,12.0,12.0,12.0,0.8,116.7,0,0,12.00,12.00,0.0,,
101,Larry Swider\SwidLa20,DET,24,P,14,0,,1,1,100.0,36,0,0.0,0,0.0,36,36.0,36.0,36.0,2.6,118.7,0,0,36.00,36.00,0.0,,
102,Mike Thomas\ThomMi00,SDG,26,RB,14,9,,1,1,100.0,18,0,0.0,0,0.0,18,18.0,18.0,18.0,1.3,118.7,0,0,18.00,18.00,0.0,,
103,Rick Upchurch*\UpchRi00,DEN,27,PR/WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
104,Joe Washington*\WashJo00,BAL,26,RB,15,15,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
105,Delvin Williams\WillDe01,MIA,28,RB,14,13,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
