Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
11,Drew Bledsoe\BledDr00,NWE,21,QB,13,12,5-7-0,214,429,49.9,2494,15,3.5,15,3.5,54,5.8,4.9,11.7,191.8,65.0,16,99,5.38,4.54,3.6,2,2
12,Jeff Hostetler\HostJe00,RAI,32,QB,15,15,10-5-0,236,419,56.3,3242,14,3.3,10,2.4,74,7.7,7.3,13.7,216.1,82.5,38,206,6.64,6.27,8.3,3,3
13,Steve Beuerlein\BeueSt00,PHO,28,QB,16,14,6-8-0,258,418,61.7,3164,18,4.3,17,4.1,65,7.6,6.6,12.3,197.8,82.5,29,206,6.62,5.71,6.5,1,1
14,Jeff George\GeorJe00,IND,26,QB,13,11,2-9-0,234,407,57.5,2526,8,2.0,6,1.5,72,6.2,5.9,10.8,194.3,76.3,26,190,5.39,5.14,6.0,1,2
15,Phil Simms*\SimmPh00,NYG,38,QB,16,16,11-5-0,247,400,61.8,3038,15,3.8,9,2.3,62,7.6,7.3,12.3,189.9,88.3,37,217,6.46,6.22,8.5,3,3
16,Troy Aikman*\AikmTr00,DAL,27,QB,14,14,11-3-0,271,392,69.1,3100,15,3.8,6,1.5,80,7.9,8.0,11.4,221.4,99.0,26,153,7.05,7.12,6.2,0,1
17,Wade Wilson\WilsWa00,NOR,34,QB,14,14,7-7-0,221,388,57.0,2457,12,3.1,15,3.9,42,6.3,5.2,11.1,175.5,70.1,37,225,5.25,4.23,8.7,1,4
18,David Klingler\KlinDa00,CIN,24,QB,14,13,3-10-0,190,343,55.4,1935,6,1.7,9,2.6,51,5.6,4.8,10.2,138.2,66.6,40,202,4.52,3.78,10.4,1,1
19,Jim McMahon\McMaJi00,MIN,34,QB,12,12,8-4-0,200,331,60.4,1968,9,2.7,8,2.4,58,5.9,5.4,9.8,164.0,76.2,23,104,5.27,4.76,6.5,2,2
20,Jim Harbaugh\HarbJi00,CHI,30,QB,15,15,7-8-0,200,325,61.5,2002,7,2.2,11,3.4,48,6.2,5.1,10.0,133.5,72.1,43,210,4.87,3.90,11.7,1,1
21,Stan Humphries\HumpSt00,SDG,28,QB,12,10,6-4-0,173,324,53.4,1981,12,3.7,10,3.1,48,6.1,5.5,11.5,165.1,71.5,18,142,5.38,4.76,5.3,2,2
22,Mark Rypien\RypiMa00,WAS,31,QB,12,10,3-7-0,166,319,52.0,1514,4,1.3,10,3.1,43,4.7,3.6,9.1,126.2,56.3,16,87,4.26,3.16,4.8,1,1
23,Bubby Brister\BrisBu00,PHI,31,QB,10,8,4-4-0,181,309,58.6,1905,14,4.5,5,1.6,58,6.2,6.3,10.5,190.5,84.9,19,148,5.36,5.52,5.8,2,2
24,Joe Montana*\MontJo01,KAN,37,QB,11,11,8-3-0,181,298,60.7,2144,13,4.4,7,2.3,50,7.2,7.0,11.8,194.9,87.4,12,61,6.72,6.54,3.9,1,1
25,Jim Everett\EverJi00,RAM,30,QB,10,9,3-6-0,135,274,49.3,1652,8,2.9,12,4.4,60,6.0,4.6,12.2,165.2,59.7,18,125,5.23,3.93,6.2,,
26,Rodney Peete\PeetRo00,DET,27,QB,10,10,6-4-0,157,252,62.3,1670,6,2.4,14,5.6,93,6.6,4.6,10.6,167.0,66.4,34,174,5.23,3.45,11.9,1,3
27,John Friesz\FrieJo00,SDG,26,qb,12,6,2-4-0,128,238,53.8,1402,6,2.5,4,1.7,66,5.9,5.6,11.0,116.8,72.8,14,98,5.17,4.94,5.6,2,2
28,Scott Mitchell\MitcSc00,MIA,25,QB,13,7,3-4-0,133,233,57.1,1773,12,5.2,8,3.4,77,7.6,7.1,13.3,136.4,84.2,7,49,7.18,6.68,2.9,,
29,Vinny Testaverde\TestVi00,CLE,30,QB,10,6,3-3-0,130,230,56.5,1797,14,6.1,9,3.9,62,7.8,7.3,13.8,179.7,85.7,17,101,6.87,6.36,6.9,1,1
30,Steve DeBerg\DebeSt00,2TM,39,,8,5,2-3-0,136,227,59.9,1707,7,3.1,10,4.4,47,7.5,6.2,12.6,213.4,75.3,18,143,6.38,5.12,7.3,2,2
31,Bernie Kosar\KosaBe00,2TM,30,,11,7,3-4-0,115,201,57.2,1217,8,4.0,3,1.5,86,6.1,6.2,10.6,110.6,82.0,23,132,4.84,4.96,10.3,0,0
32,Sean Salisbury\SaliSe00,MIN,30,qb,11,4,1-3-0,115,195,59.0,1413,9,4.6,6,3.1,55,7.2,6.8,12.3,128.5,84.0,12,77,6.45,6.02,5.8,0,1
33,Dave Krieg\KrieDa00,KAN,35,qb,12,5,3-2-0,105,189,55.6,1238,7,3.7,3,1.6,66,6.6,6.6,11.8,103.2,81.4,22,138,5.21,5.24,10.4,1,1
34,T.J. Rubley\RublTJ00,RAM,25,qb,9,7,2-5-0,108,189,57.1,1338,8,4.2,6,3.2,54,7.1,6.5,12.4,148.7,80.1,13,106,6.10,5.55,6.4,1,1
35,Jack Trudeau\TrudJa00,IND,31,qb,5,5,2-3-0,85,162,52.5,992,2,1.2,7,4.3,68,6.1,4.4,11.7,198.4,57.4,2,11,5.98,4.30,1.2,1,2
36,Jay Schroeder\SchrJa00,CIN,32,qb,9,3,0-3-0,78,159,49.1,832,5,3.1,2,1.3,37,5.2,5.3,10.7,92.4,70.0,13,87,4.33,4.39,7.6,,
37,Dan Marino\MariDa00,MIA,32,qb,5,5,4-1-0,91,150,60.7,1218,8,5.3,3,2.0,80,8.1,8.3,13.4,243.6,95.9,7,42,7.49,7.65,4.5,1,1
38,Erik Kramer\KramEr00,DET,29,qb,5,4,3-1-0,87,138,63.0,1002,8,5.8,3,2.2,48,7.3,7.4,11.5,200.4,95.1,5,35,6.76,6.94,3.5,2,3
39,Ken O'Brien\OBriKe00,PHI,33,qb,5,4,0-4-0,71,137,51.8,708,4,2.9,3,2.2,41,5.2,4.8,10.0,141.6,67.4,15,116,3.89,3.53,9.9,,
40,Scott Secules\SecuSc00,NWE,29,qb,12,4,0-4-0,75,134,56.0,918,2,1.5,9,6.7,82,6.9,4.1,12.2,76.5,54.3,7,28,6.31,3.72,5.0,1,1
41,Rich Gannon\GannRi00,WAS,28,qb,8,4,1-3-0,74,125,59.2,704,3,2.4,7,5.6,54,5.6,3.6,9.5,88.0,59.5,16,87,4.38,2.57,11.3,,
42,Randall Cunningham\CunnRa00,PHI,30,qb,4,4,4-0-0,76,110,69.1,850,5,4.5,5,4.5,80,7.7,6.6,11.2,212.5,88.1,7,33,6.98,5.91,6.0,2,2
43,Todd Philcox\PhilTo00,CLE,27,qb,5,4,1-3-0,52,108,48.1,699,4,3.7,7,6.5,56,6.5,4.3,13.4,139.8,54.5,7,60,5.56,3.51,6.1,,
44,Chris Chandler\ChanCh00,PHO,28,qb,4,2,1-1-0,52,103,50.5,471,3,2.9,2,1.9,27,4.6,4.3,9.1,117.8,64.8,4,25,4.17,3.89,3.7,,
45,Cody Carlson\CarlCo00,HOU,30,qb,8,2,2-0-0,51,90,56.7,605,2,2.2,4,4.4,47,6.7,5.2,11.9,75.6,66.2,8,53,5.63,4.20,8.2,,
46,Cary Conklin\ConkCa00,WAS,25,qb,4,2,0-2-0,46,87,52.9,496,4,4.6,3,3.4,34,5.7,5.1,10.8,124.0,70.9,8,45,4.75,4.17,8.4,,
47,Vince Evans\EvanVi00,RAI,38,qb,8,1,0-1-0,45,76,59.2,640,3,3.9,4,5.3,68,8.4,6.8,14.2,80.0,77.7,12,87,6.28,4.92,13.6,1,1
48,Billy Joe Tolliver\TollBi00,ATL,27,qb,7,2,2-0-0,39,76,51.3,464,3,3.9,5,6.6,42,6.1,3.9,11.9,66.3,56.0,3,15,5.68,3.59,3.8,1,1
49,Chris Miller\MillCh00,ATL,28,qb,3,2,0-2-0,32,66,48.5,345,1,1.5,3,4.5,32,5.2,3.5,10.8,115.0,50.4,8,62,3.82,2.27,10.8,,
50,Steve Bono\BonoSt00,SFO,31,,8,0,,39,61,63.9,416,0,0.0,1,1.6,33,6.8,6.1,10.7,52.0,76.9,4,18,6.12,5.43,6.2,,
51,Peter Tom Willis\WillPe00,CHI,26,qb,5,1,0-1-0,30,60,50.0,268,0,0.0,5,8.3,29,4.5,0.7,8.9,53.6,27.6,5,20,3.82,0.35,7.7,,
52,Mike Buck\BuckMi00,NOR,26,qb,4,1,0-1-0,32,54,59.3,448,4,7.4,3,5.6,63,8.3,7.3,14.0,112.0,87.6,3,17,7.56,6.60,5.3,,
53,Mike Tomczak\TomcMi00,PIT,31,qb,7,1,0-1-0,29,54,53.7,398,2,3.7,5,9.3,39,7.4,3.9,13.7,56.9,51.3,7,43,5.82,2.79,11.5,,
54,Andre Ware\WareAn00,DET,25,qb,5,2,1-1-0,20,45,44.4,271,1,2.2,2,4.4,47,6.0,4.5,13.6,54.2,53.1,7,20,4.83,3.48,13.5,,
55,Steve Walsh\WalsSt00,NOR,27,qb,2,1,1-0-0,20,38,52.6,271,2,5.3,3,7.9,54,7.1,4.6,13.6,135.5,60.3,0,0,7.13,4.63,0.0,0,1
56,Frank Reich\ReicFr00,BUF,32,,15,0,,16,26,61.5,153,2,7.7,0,0.0,30,5.9,7.4,9.6,10.2,103.5,6,47,3.31,4.56,18.8,1,1
57,Don Majkowski\MajkDo00,IND,29,,3,0,,13,24,54.2,105,0,0.0,1,4.2,17,4.4,2.5,8.1,35.0,48.1,1,5,4.00,2.20,4.0,,
58,Kent Graham\GrahKe00,NYG,25,,9,0,,8,22,36.4,79,0,0.0,0,0.0,18,3.6,3.6,9.9,8.8,47.3,3,28,2.04,2.04,12.0,,
59,Jason Garrett\GarrJa00,DAL,27,qb,5,1,1-0-0,9,19,47.4,61,0,0.0,0,0.0,16,3.2,3.2,6.8,12.2,54.9,1,6,2.75,2.75,5.0,,
60,Browning Nagle\NaglBr00,NYJ,25,,3,0,,6,14,42.9,71,0,0.0,0,0.0,18,5.1,5.1,11.8,23.7,58.9,3,21,2.94,2.94,17.6,,
61,Casey Weldon\WeldCa00,TAM,24,,3,0,,6,11,54.5,55,0,0.0,1,9.1,20,5.0,0.9,9.2,18.3,30.5,1,11,3.67,-0.08,8.3,,
62,Mike Pagel\PageMi00,RAM,33,,7,0,,3,9,33.3,23,0,0.0,1,11.1,10,2.6,-2.4,7.7,3.3,2.8,0,0,2.56,-2.44,0.0,,
63,Doug Pederson\PedeDo00,MIA,25,,7,0,,4,8,50.0,41,0,0.0,0,0.0,12,5.1,5.1,10.3,5.9,65.1,1,4,4.11,4.11,11.1,,
64,Erik Wilhelm\WilhEr00,CIN,28,,1,0,,4,6,66.7,63,0,0.0,0,0.0,27,10.5,10.5,15.8,63.0,101.4,0,0,10.50,10.50,0.0,,
65,Ty Detmer\DetmTy00,GNB,26,,3,0,,3,5,60.0,26,0,0.0,0,0.0,25,5.2,5.2,8.7,8.7,73.7,0,0,5.20,5.20,0.0,,
66,Stan Gelbaugh\GelbSt00,SEA,31,,1,0,,3,5,60.0,39,0,0.0,1,20.0,22,7.8,-1.2,13.0,39.0,45.0,1,7,5.33,-2.17,16.7,,
67,Dan McGwire\McGwDa00,SEA,26,,2,0,,3,5,60.0,24,1,20.0,0,0.0,17,4.8,8.8,8.0,12.0,111.7,0,0,4.80,8.80,0.0,,
68,Bucky Richardson\RichBu00,HOU,24,,2,0,,3,4,75.0,55,0,0.0,0,0.0,34,13.8,13.8,18.3,27.5,116.7,1,8,9.40,9.40,20.0,,
69,Matt Blundin\BlunMa00,KAN,24,,1,0,,1,3,33.3,2,0,0.0,0,0.0,2,0.7,0.7,2.0,2.0,42.4,0,0,0.67,0.67,0.0,,
70,Louie Aguiar\aguialou01,NYJ,27,P,16,0,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
71,Keith Byars*\ByarKe00,MIA,30,FB,16,16,,1,2,50.0,11,1,50.0,0,0.0,11,5.5,15.5,11.0,0.7,106.2,0,0,5.50,15.50,0.0,,
72,Chris Gardocki\GardCh20,CHI,23,P,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
73,Dave Meggett\MeggDa00,NYG,27,KR/PR,16,1,,2,2,100.0,63,2,100.0,0,0.0,42,31.5,51.5,31.5,3.9,158.3,0,0,31.50,51.50,0.0,,
74,Brian Mitchell\MitcBr00,WAS,25,KR/PR,16,4,,1,2,50.0,50,0,0.0,1,50.0,50,25.0,2.5,50.0,3.1,56.2,0,0,25.00,2.50,0.0,,
75,Scott Zolak\ZolaSc00,NWE,26,,3,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
76,Neal Anderson\AndeNe00,CHI,29,RB,15,11,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
77,Tommy Barnhardt\BarnTo22,NOR,30,P,16,0,,1,1,100.0,7,0,0.0,0,0.0,7,7.0,7.0,7.0,0.4,95.8,0,0,7.00,7.00,0.0,,
78,Cleveland Gary\GaryCl00,RAM,27,rb,15,4,,1,1,100.0,8,0,0.0,0,0.0,8,8.0,8.0,8.0,0.5,100.0,0,0,8.00,8.00,0.0,,
79,Alvin Harper\HarpAl00,DAL,25,WR,16,15,,1,1,100.0,46,0,0.0,0,0.0,46,46.0,46.0,46.0,2.9,118.7,0,0,46.00,46.00,0.0,,
80,Garrison Hearst\HearGa00,PHO,22,rb,6,5,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
81,Leroy Hoard\HoarLe00,CLE,25,fb,16,7,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
82,Michael Jackson\JackMi00,CLE,24,WR,15,11,,1,1,100.0,25,0,0.0,0,0.0,25,25.0,25.0,25.0,1.7,118.7,0,0,25.00,25.00,0.0,,
83,Anthony Johnson\JohnAn00,IND,26,FB,13,8,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,0,0,0.00,-45.00,0.0,,
84,Lee Johnson\johnslee01,CIN,32,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Tommy Maddox\MaddTo00,DEN,22,,16,0,,1,1,100.0,1,1,100.0,0,0.0,1,1.0,21.0,1.0,0.1,118.7,0,0,1.00,21.00,0.0,,
86,Arthur Marshall\MarsAr00,DEN,24,WR,16,9,,1,1,100.0,30,1,100.0,0,0.0,30,30.0,50.0,30.0,1.9,158.3,0,0,30.00,50.00,0.0,,
87,Natrone Means\MeanNa00,SDG,21,,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
88,Dave Moore\MoorDa00,TAM,24,te,15,1,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
89,Carl Pickens\PickCa00,CIN,23,WR,13,12,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
90,Deion Sanders*+\SandDe00,ATL,26,RCB,11,10,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
91,Sterling Sharpe*+\SharSt00,GNB,28,WR,16,16,,1,1,100.0,1,0,0.0,0,0.0,1,1.0,1.0,1.0,0.1,79.2,0,0,1.00,1.00,0.0,,
92,John Taylor\TaylJo00,SFO,31,WR,16,16,,1,1,100.0,41,0,0.0,0,0.0,41,41.0,41.0,41.0,2.6,118.7,0,0,41.00,41.00,0.0,,
93,Thurman Thomas*\ThomTh00,BUF,27,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
94,Kevin Turner\TurnKe00,NWE,24,FB,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
95,Rick Tuten\TuteRi20,SEA,28,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
96,John Williams\WillJo00,SEA,29,FB,16,9,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
