Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
1,Fran Tarkenton\TarkFr00,MIN,38,QB,16,16,8-7-1,345,572,60.3,3468,25,4.4,32,5.6,58,6.1,4.4,10.1,216.8,68.9,27,254,5.37,3.80,4.5,2,1
2,Jim Hart\HartJi00,STL,34,QB,15,15,6-9-0,240,477,50.3,3121,16,3.4,18,3.8,74,6.5,5.5,13.0,208.1,66.7,20,166,5.95,4.96,4.0,0,1
3,Archie Manning*\MannAr00,NOR,29,QB,16,16,7-9-0,291,471,61.8,3416,17,3.6,16,3.4,71,7.3,6.4,11.7,213.5,81.7,37,301,6.13,5.38,7.3,2,4
4,Pat Haden\HadePa00,RAM,25,QB,16,16,12-4-0,229,444,51.6,2995,13,2.9,19,4.3,68,6.7,5.4,13.1,187.2,65.1,32,216,5.84,4.59,6.7,3,6
5,Jim Zorn\ZornJi00,SEA,25,QB,16,16,9-7-0,248,443,56.0,3283,15,3.4,20,4.5,64,7.4,6.1,13.2,205.2,72.1,44,284,6.16,4.93,9.0,3,4
6,Roger Staubach*\StauRo00,DAL,36,QB,15,15,11-4-0,231,413,55.9,3190,25,6.1,16,3.9,91,7.7,7.2,13.8,212.7,84.9,32,219,6.68,6.18,7.2,1,3
7,Ken Stabler\StabKe00,OAK,33,QB,16,16,9-7-0,237,406,58.4,2944,16,3.9,30,7.4,49,7.3,4.7,12.4,184.0,63.3,37,347,5.86,3.54,8.4,3,3
8,Brian Sipe\SipeBr00,CLE,29,QB,16,16,8-8-0,222,399,55.6,2906,21,5.3,15,3.8,69,7.3,6.6,13.1,181.6,80.7,29,229,6.25,5.66,6.8,2,2
9,Ron Jaworski\JawoRo00,PHI,27,QB,16,16,9-7-0,206,398,51.8,2487,16,4.0,16,4.0,56,6.2,5.2,12.1,155.4,67.9,41,288,5.01,4.10,9.3,1,2
10,Joe Theismann\TheiJo00,WAS,29,QB,16,14,7-7-0,187,390,47.9,2593,13,3.3,18,4.6,63,6.6,5.2,13.9,162.1,61.6,42,391,5.10,3.82,9.7,2,2
11,Dan Fouts\FoutDa00,SDG,27,QB,15,14,9-5-0,224,381,58.8,2999,24,6.3,20,5.2,55,7.9,6.8,13.4,199.9,83.0,22,130,7.12,6.08,5.5,1,2
12,Steve Bartkowski\BartSt00,ATL,26,QB,14,13,8-5-0,187,369,50.7,2489,10,2.7,18,4.9,71,6.7,5.1,13.3,177.8,61.1,39,349,5.25,3.75,9.6,4,5
13,Terry Bradshaw*+\BradTe00,PIT,30,QB,16,16,14-2-0,207,368,56.3,2915,28,7.6,20,5.4,70,7.9,7.0,14.1,182.2,84.7,21,222,6.92,6.05,5.4,2,2
14,Dan Pastorini\PastDa00,HOU,29,QB,16,16,10-6-0,199,368,54.1,2473,16,4.3,17,4.6,80,6.7,5.5,12.4,154.6,70.4,15,123,6.14,4.97,3.9,6,6
15,Steve Grogan\GrogSt00,NWE,25,QB,16,16,11-5-0,181,362,50.0,2824,15,4.1,23,6.4,75,7.8,5.8,15.6,176.5,63.6,21,184,6.89,4.97,5.5,3,6
16,Gary Danielson\DaniGa00,DET,27,QB,16,11,6-5-0,199,351,56.7,2294,18,5.1,17,4.8,47,6.5,5.4,11.5,143.4,73.5,25,237,5.47,4.39,6.6,1,1
17,Joe Ferguson\FergJo00,BUF,28,QB,16,16,5-11-0,175,330,53.0,2136,16,4.8,15,4.5,92,6.5,5.4,12.2,133.5,70.5,29,243,5.27,4.28,8.1,1,1
18,David Whitehurst\WhitDa02,GNB,23,QB,16,16,8-7-1,168,328,51.2,2093,10,3.0,17,5.2,58,6.4,4.7,12.5,130.8,59.9,35,258,5.06,3.50,9.6,1,1
19,Ken Anderson\AndeKe00,CIN,29,QB,12,12,4-8-0,173,319,54.2,2219,10,3.1,22,6.9,57,7.0,4.5,12.8,184.9,58.0,30,237,5.68,3.42,8.6,1,1
20,Steve DeBerg\DebeSt00,SFO,24,QB,12,11,1-10-0,137,302,45.4,1570,8,2.6,22,7.3,58,5.2,2.5,11.5,130.8,40.0,17,156,4.43,1.83,5.3,0,1
21,Joe Pisarcik\PisaJo00,NYG,26,QB,15,12,4-8-0,143,301,47.5,2096,12,4.0,23,7.6,67,7.0,4.3,14.7,139.7,52.1,28,205,5.75,3.33,8.5,,
22,Bill Troup\TrouBi00,BAL,27,QB,12,11,3-8-0,154,296,52.0,1882,10,3.4,21,7.1,67,6.4,3.8,12.2,156.8,53.6,32,340,4.70,2.43,9.8,1,0
23,Mike Livingston\LiviMi00,KAN,33,QB,14,14,4-10-0,159,290,54.8,1573,5,1.7,13,4.5,44,5.4,3.8,9.9,112.4,57.4,18,171,4.55,2.98,5.8,,
24,Craig Morton\MortCr00,DEN,35,QB,14,13,8-5-0,146,267,54.7,1802,11,4.1,8,3.0,42,6.7,6.2,12.3,128.7,77.0,36,238,5.16,4.70,11.9,1,3
25,Matt Robinson\RobiMa01,NYJ,23,QB,16,11,6-5-0,124,266,46.6,2002,13,4.9,16,6.0,77,7.5,5.8,16.1,125.1,63.5,28,228,6.03,4.47,9.5,1,1
26,Bob Avellini\AvelBo00,CHI,25,QB,13,12,4-8-0,141,264,53.4,1718,5,1.9,16,6.1,61,6.5,4.2,12.2,132.2,54.8,26,208,5.21,3.07,9.0,1,2
27,Bob Griese*\GrieBo00,MIA,33,QB,11,9,6-3-0,148,235,63.0,1791,11,4.7,11,4.7,63,7.6,6.5,12.1,162.8,82.4,18,165,6.43,5.34,7.1,0,1
28,Doug Williams\WillDo01,TAM,23,QB,10,10,4-6-0,73,194,37.6,1170,7,3.6,8,4.1,56,6.0,4.9,16.0,117.0,53.4,6,69,5.51,4.41,3.0,1,1
