Rk,Player,Tm,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
70,Tony Galbreath\GalbTo00,NOR,26,rb,16,4,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
71,Harold Jackson\JackHa00,NWE,34,WR,16,15,,2,2,100.0,35,0,0.0,0,0.0,23,17.5,17.5,17.5,2.2,118.7,0,0,17.50,17.50,0.0,,
72,Dave Krieg\KrieDa00,SEA,22,,1,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1,6,-2.00,-2.00,33.3,,
73,Lawrence McCutcheon\McCuLa00,2TM,30,,14,1,,1,2,50.0,12,0,0.0,0,0.0,12,6.0,6.0,12.0,0.9,68.7,1,4,2.67,2.67,33.3,,
74,Chuck Ramsey\RamsCh20,NYJ,28,P,16,0,,1,2,50.0,6,0,0.0,0,0.0,6,3.0,3.0,6.0,0.4,56.2,0,0,3.00,3.00,0.0,,
75,Tom Skladany\SklaTo20,DET,25,P,16,0,,2,2,100.0,38,0,0.0,0,0.0,19,19.0,19.0,19.0,2.4,118.7,0,0,19.00,19.00,0.0,,
76,Mike Thomas\ThomMi00,SDG,27,rb,10,5,,0,2,0.0,0,0,0.0,1,50.0,0,0.0,-22.5,,0.0,0.0,0,0,0.00,-22.50,0.0,,
77,Herman Weaver\WeavHe20,SEA,32,P,16,0,,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
78,Don Woods\WoodDo00,2TM,29,,12,5,,1,2,50.0,6,0,0.0,0,0.0,6,3.0,3.0,6.0,0.5,56.2,1,8,-0.67,-0.67,33.3,,
79,David Beverly\BeveDa20,GNB,30,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
80,Greg Cater\CateGr20,BUF,23,P,16,0,,1,1,100.0,15,0,0.0,0,0.0,15,15.0,15.0,15.0,0.9,118.7,0,0,15.00,15.00,0.0,,
81,Wes Chandler\ChanWe00,NOR,24,WR,16,16,,1,1,100.0,43,0,0.0,0,0.0,43,43.0,43.0,43.0,2.7,118.7,1,10,16.50,16.50,50.0,,
82,Joe Cribbs*\CribJo00,BUF,22,PR/RB,16,16,,1,1,100.0,13,0,0.0,0,0.0,13,13.0,13.0,13.0,0.8,118.7,0,0,13.00,13.00,0.0,,
83,Nolan Cromwell*+\CromNo00,RAM,25,FS,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
84,Tony Dorsett\DorsTo00,DAL,26,RB,15,15,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
85,Russell Erxleben\erxlerus01,NOR,23,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
86,Mike Guman\GumaMi00,RAM,22,,16,0,,1,1,100.0,31,1,100.0,0,0.0,31,31.0,51.0,31.0,1.9,158.3,1,5,13.00,23.00,50.0,,
87,Ray Guy*\GuyxRa20,OAK,31,P,16,0,,1,1,100.0,32,0,0.0,0,0.0,32,32.0,32.0,32.0,2.0,118.7,0,0,32.00,32.00,0.0,,
88,Charley Hannah\HannCh20,TAM,25,RT,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0,0,0.00,0.00,0.0,,
